"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"B-TSK-023","Add `terms_accepted_at` to User Schema and Migration","Add a `termsAcceptedAt` nullable timestamp column to the `user.entity.ts` and generate a migration script.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-08","1.5","1","backend,database,compliance","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-069","B-TSK-008","TypeORM,PostgreSQL","Low","Low","The `user.entity.ts` is updated. A new migration script is generated and runs successfully.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Running the migration and inspecting the DB schema.","","Adds the necessary database field to track legal consent."
"B-TSK-024","Update Registration Logic to Record Acceptance","Modify the backend logic that creates a new user to set the `terms_accepted_at` field to the current timestamp.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-08","3","2","backend,auth,compliance","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-069","B-TSK-010,B-TSK-023","NestJS,TypeORM","Low","Low","When a new user is created in the database, the `terms_accepted_at` column is populated with a valid timestamp.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Integration test that creates a new user and asserts the value of the `terms_accepted_at` column.","","Provides an auditable record of user consent."
"B-TSK-025","Write Integration Test for ToS Acceptance","Create an integration test that simulates registration and verifies the `terms_accepted_at` timestamp is correctly recorded.","Task","Sprint Backlog","Medium","backend.dev2@company.com","product.owner@company.com","2024-11-08","4","2","backend,testing,qa","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-069","B-TSK-024","Jest,Supertest","Low","Low","Test successfully creates a new user and asserts that the `terms_accepted_at` field is not null and is a valid timestamp.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Passing test in CI pipeline.","","Ensures the ToS acceptance feature is correctly implemented and auditable."
"B-TSK-011","Create VariablesModule and DTOs","Generate the `variables` module and create DTOs for create/update operations with `class-validator` decorators.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-08","2","1","backend,api,crud","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-055","B-TSK-008","NestJS","Low","Low","Module, controller, service files created. DTOs defined with validation rules.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Code review.","","Scaffolds the API module for user variables."
"B-TSK-012","Implement Service Logic for Variables CRUD","Implement `create`, `findAllByUser`, `update`, and `delete` methods in the service, ensuring all queries are scoped by user ID.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-08","6.2","3","backend,api,crud,business-logic","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-055","B-TSK-011","NestJS,TypeORM","Medium","Medium","All CRUD methods are implemented correctly and securely scoped to the user.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Unit tests.","","Implements the core business logic for managing user variables."
"B-TSK-013","Implement Controller and Routes for Variables","Implement controller methods for GET, POST, PUT, DELETE on the `/variables` resource, applying the auth guard.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-08","4.2","2","backend,api,controller","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-055","B-TSK-012,B-TSK-007","NestJS","Low","Low","All four CRUD endpoints are implemented and protected by the auth guard. User ID is passed to the service layer.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Integration tests.","","Exposes the variable management functionality via a secure REST API."
"B-TSK-014","Write Unit and Integration Tests for Variables API","Write Jest unit tests for the service and Supertest integration tests for the controller, covering happy paths, auth errors, and validation.","Task","Sprint Backlog","Medium","backend.dev2@company.com","product.owner@company.com","2024-11-08","8.5","5","backend,testing,qa","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-055","B-TSK-013","Jest,Supertest,NestJS","Medium","Low","Unit test coverage for service is >= 85%. Integration tests cover all endpoints. A specific test confirms data isolation between users.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","CI pipeline test execution passes.","","Ensures the variables API is robust, secure, and functions as expected."
"B-TSK-015","Implement History Module, Controller, and Service","Implement `create` and `findAllByUser` methods for calculation history, scoped by user ID.","Task","Sprint Backlog","High","backend.dev3@company.com","product.owner@company.com","2024-11-08","6","3","backend,api,crud","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-054","B-TSK-008,B-TSK-007","NestJS,TypeORM","Low","Low","A user can successfully POST a new history item and GET their list of history items. All endpoints are protected.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Integration tests.","","Provides the backend support for persisting user calculation history."
"B-TSK-016","Write Unit and Integration Tests for History API","Write Jest and Supertest tests for the History API, covering auth and data scoping.","Task","Sprint Backlog","Medium","backend.dev3@company.com","product.owner@company.com","2024-11-08","9","5","backend,testing,qa","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-054","B-TSK-015","Jest,Supertest","Medium","Low","Unit test coverage for service is >= 85%. Integration tests cover GET and POST endpoints and confirm data scoping by user.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","CI pipeline test execution passes.","","Ensures the history API is robust and secure."
"B-TSK-017","Implement Transactional Database Deletion Logic","Create a `deleteAccount` method using TypeORM's transaction support to delete a user and all their associated data from all relevant tables.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-08","8.2","5","backend,gdpr,database,transaction","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-058","B-TSK-008","NestJS,TypeORM,SQL","Medium","High","The method correctly deletes all associated records. If any deletion fails, the entire transaction is rolled back.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Unit tests that mock transaction success and failure.","","Implements the data erasure part of the 'right to be forgotten'."
"B-TSK-018","Integrate Cognito User Deletion with Rollback","Extend `deleteAccount` to call the AWS Cognito `AdminDeleteUser` API after the database transaction commits. Log critical errors on failure.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-08","6.3","3","backend,gdpr,aws,cognito","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-058","B-TSK-017","NestJS,AWS SDK,AWS Cognito","Medium","Medium","On success, the user is deleted from both PostgreSQL and Cognito. If Cognito deletion fails, a critical error is logged.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","E2E test for the full deletion flow.","","Completes the account deletion process by removing the user from the identity provider."
"B-TSK-029","Set up Lambda Project and `isolated-vm`","Create a new Node.js project for the formula execution Lambda. Install and configure `isolated-vm`, handling any native dependency builds required for the Lambda environment.","Task","Sprint Backlog","Critical","backend.dev3@company.com","product.owner@company.com","2024-11-08","10.3","8","backend,lambda,security,sandbox","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-027","","Node.js,AWS Lambda,isolated-vm,Docker","High","High","A basic Lambda function using `isolated-vm` can be created and deployed. A simple script can be successfully executed within an isolate.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","DevOps","","Successful deployment and manual invocation of the test Lambda.","May require a custom Docker image for the Lambda.","Creates the secure sandbox environment, which is the cornerstone of safely executing untrusted user code."
"B-TSK-030","Implement Sandbox Context and Execution Logic","Implement the core Lambda logic to create a V8 Isolate, inject an allow-list of functions and constants, and execute the user script with strict timeout and memory limits.","Task","Sprint Backlog","Critical","backend.dev3@company.com","product.owner@company.com","2024-11-08","12.3","8","backend,lambda,security,sandbox","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-027","B-TSK-029","isolated-vm,Node.js","High","High","User formulas can successfully call injected functions. Attempts to call disallowed functions throw an error. Execution terminates on timeout.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Unit tests.","","Implements the core logic for secure, isolated execution of user code."
"B-TSK-031","Write Unit Tests for Formula Execution Lambda","Create a comprehensive Jest unit test suite for the Lambda handler, covering valid formulas, disallowed functions, syntax errors, and timeouts.","Task","Sprint Backlog","Critical","backend.dev3@company.com","product.owner@company.com","2024-11-08","14","8","backend,testing,qa,lambda,security","Sprint 1","Establish Foundational Framework, Core Auth & Secure Sandbox POC","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-027","B-TSK-030","Jest,Node.js","Medium","Medium","Test coverage is >= 90%. Specific tests assert failure for `Math.random` and success for `sin(pi)`. A timeout test for an infinite loop passes.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-10-28","2024-11-08","100%","","","Passing tests in CI pipeline.","","Ensures the secure sandbox is robust and correctly configured to prevent escapes."
"B-TSK-032","Implement Service and Controller for Custom Modes","Implement the four CRUD methods in the service and controller for custom modes, ensuring all queries are scoped by user ID.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-22","10.3","5","backend,api,crud","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","US-041","B-TSK-008,B-TSK-007","NestJS,TypeORM","Medium","Medium","All four CRUD endpoints are implemented and protected. Data is correctly saved to and retrieved from the `custom_modes` table.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Integration tests.","","Provides the persistence layer for the custom modes feature."
"B-TSK-033","Write Unit and Integration Tests for Custom Modes API","Write Jest and Supertest tests for the custom modes controller and service, including a test to ensure data isolation between users.","Task","Sprint Backlog","Medium","backend.dev1@company.com","product.owner@company.com","2024-11-22","11.6","8","backend,testing,qa","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","US-041","B-TSK-032","Jest,Supertest","Medium","Low","Unit test coverage for the service is >= 85%. Integration tests cover all endpoints. The cross-user access test asserts a 403/404 response.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Passing tests in CI.","","Ensures the custom modes API is robust, secure, and functions correctly."
"B-TSK-034","Implement `execute` Controller and Service Method","Create `POST /custom-modes/:id/execute` endpoint to validate inputs, invoke the Formula Execution Lambda, and return the result.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-22","8.3","5","backend,api,lambda,integration","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","US-047","B-TSK-032,B-TSK-030","NestJS,AWS SDK,AWS Lambda","Medium","Medium","Endpoint is protected and authorized for the mode owner. It correctly invokes the Lambda and returns the result or error.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Integration test.","","Connects the user-created content with the secure execution environment."
"B-TSK-035","Write Integration Test for Execution Endpoint","Create a Supertest integration test that calls the execution endpoint, mocking the AWS Lambda invocation to test success, error, and auth paths.","Task","Sprint Backlog","Medium","backend.dev2@company.com","product.owner@company.com","2024-11-22","5.9","3","backend,testing,qa,mocking","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","US-047","B-TSK-034","Jest,Supertest,AWS SDK Mocking","Medium","Low","Test successfully mocks the Lambda SDK call and verifies success, Lambda error, and auth error paths.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Passing tests in CI.","","Ensures the orchestration logic for custom mode execution is correct and secure."
"B-TSK-036","Implement `export` Endpoint for Custom Modes","Create a `GET /custom-modes/:id/export` endpoint to serialize a mode into the specified JSON format and trigger a file download.","Task","Sprint Backlog","Medium","backend.dev3@company.com","product.owner@company.com","2024-11-22","4.2","2","backend,api,import-export","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-030","B-TSK-032","NestJS","Low","Low","Endpoint returns valid JSON matching the export schema. Response headers trigger a file download. Unauthorized access is blocked.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Integration test.","","Enables backup and sharing of user-created content."
"B-TSK-037","Implement `import` Endpoint and Validation Logic","Create a `POST /custom-modes/import` endpoint for file upload with robust validation for JSON syntax, schema, and business rules.","Task","Sprint Backlog","Medium","backend.dev3@company.com","product.owner@company.com","2024-11-22","8.3","5","backend,api,import-export,validation","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-030","B-TSK-032","NestJS,File Handling","Medium","Medium","Endpoint imports a valid file. Rejects malformed JSON (400) and invalid schema (422). Handles name conflicts by renaming.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Integration tests with valid and various invalid file examples.","","Allows users to restore backups and use modes shared by others."
"B-TSK-038","Add API documentation for all new endpoints","Use `@nestjs/swagger` decorators to document all controllers, DTOs, and API responses, ensuring the generated OpenAPI 3.0 spec is complete.","Task","Sprint Backlog","Low","backend.dev3@company.com","product.owner@company.com","2024-11-22","8","3","backend,documentation,openapi","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User-Extensible Custom Calculation Modes (Backend)","EPIC-005","Scientific Calculator with Electronics Features","WI-030","B-TSK-013,B-TSK-015,B-TSK-032,B-TSK-034,B-TSK-037","NestJS,Swagger/OpenAPI","Low","Low","The `/api-docs` endpoint serves a valid OpenAPI 3.0 spec. All endpoints and DTOs are documented, including security schemes.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","Viewing the generated spec at the `/api-docs` endpoint and verifying its completeness.","","Provides clear, auto-generated documentation for API consumers (e.g., frontend team)."
"B-TSK-019","Develop API Endpoint to Initiate Export Job","Create a `POST /users/me/data-export` endpoint that validates the request and publishes a job message to an SQS queue.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-22","6","3","backend,api,gdpr,sqs","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-071","B-TSK-007","NestJS,AWS SQS","Medium","Low","Endpoint returns 202 Accepted. A message with `userId` is sent to SQS. Subsequent requests are rejected with 409 Conflict.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","DevOps for SQS setup","","Integration test.","","Initiates the asynchronous process for GDPR/CCPA data export requests."
"B-TSK-020","Implement Data Aggregation Lambda Worker","Create a Lambda triggered by SQS to fetch all data for a user from the RDS database.","Task","Sprint Backlog","High","backend.dev1@company.com","product.owner@company.com","2024-11-22","12","8","backend,lambda,gdpr,database","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-071","B-TSK-008","AWS Lambda,Node.js,TypeORM,SQL","High","Medium","Lambda is triggered by SQS. It connects to RDS via VPC and fetches a complete user dataset.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","DevOps for Lambda VPC/IAM setup","","Unit tests and manual invocation in AWS console.","","Performs the heavy lifting of gathering all of a user's data for export."
"B-TSK-021","Implement Secure File Storage and Notification","Extend the Lambda to upload the aggregated JSON to a private S3 bucket, generate a pre-signed URL, and email it to the user via SES.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-11-22","10.2","8","backend,lambda,s3,ses,security","Sprint 2","Custom Mode APIs, Offline Sync & Compliance Features","User Authentication & Account Management (Backend)","EPIC-003","Scientific Calculator with Electronics Features","US-071","B-TSK-020","AWS Lambda,AWS S3,AWS SES,IAM","Medium","Medium","JSON file is uploaded to S3. A valid 24-hour pre-signed URL is generated. An email with the link is sent via SES.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-26T09:00:00Z","2024-10-26T09:00:00Z","2024-11-11","2024-11-22","100%","","","E2E test: trigger API, check S3, check test email inbox.","","Completes the data export process by securely delivering the data to the user."
