id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
1074,REQ-1-011,Technical,"The client-side application must be fully compatible and functional on the latest stable versions of Google Chrome, Mozilla Firefox, Apple Safari, and Microsoft Edge.",Scientific and Electronics Calculator v1.0,"The client application shall run on a modern, standards-compliant web browser, including the latest versions of Chrome, Firefox, Safari, and Edge.",[],"[""Support for older browser versions or non-specified browsers (e.g., Internet Explorer) is not required.""]",[],FALSE,high,"['Execute a suite of functional and UI tests successfully on the latest version of Chrome.', 'Execute a suite of functional and UI tests successfully on the latest version of Firefox.', 'Execute a suite of functional and UI tests successfully on the latest version of Safari.', 'Execute a suite of functional and UI tests successfully on the latest version of Edge.']"
1075,REQ-1-012,Technical,"All backend services, databases, and supporting infrastructure for the application shall be deployed and managed within the Amazon Web Services (AWS) cloud platform.",Scientific and Electronics Calculator v1.0,The entire backend infrastructure shall be hosted on Amazon Web Services (AWS).,[],[],[],FALSE,high,"['Verify that all production infrastructure resources are provisioned within an AWS account.', 'Confirm that no backend components are hosted on other cloud providers or on-premise servers.']"
1076,REQ-1-013,NonFunctional,"After the initial loading of the web application, the core scientific calculator functionalities must remain fully operational even if the user's internet connection is lost.",Scientific and Electronics Calculator v1.0,Core calculator functions shall operate offline after the initial application load.,"['The application assets (HTML, CSS, JS) are cached by the browser or a service worker.']",[],['REQ-1-001'],FALSE,high,"['Load the application with an active internet connection.', 'Disconnect the internet connection (e.g., using browser developer tools).', 'Verify that standard arithmetic, trigonometric, and scientific calculations can still be performed successfully.']"
1077,REQ-1-014,Functional,"The system must support offline data modifications by queuing changes locally in the browser's IndexedDB. When network connectivity is restored, the application shall automatically synchronize the queued local changes with the backend server.",Scientific and Electronics Calculator v1.0,"The system shall implement a non-destructive offline data synchronization strategy. Changes made to user data (e.g., variables, history) while offline shall be queued locally using IndexedDB. Upon reconnection to the backend, the application shall automatically attempt to sync the queued changes.","[""The user's browser supports IndexedDB.""]",[],['REQ-1-004'],FALSE,medium,"['While online, log in and perform an action (e.g., save a variable).', 'Go offline and perform another action (e.g., add a calculation to history).', 'Verify the offline change is stored in IndexedDB.', 'Go back online and verify the application automatically sends the queued change to the server.', 'Verify the data is correctly persisted by refreshing the application or logging in from another device.']"
1078,REQ-1-015,Functional,"The offline synchronization logic shall use specific conflict resolution strategies: 1) For append-only data (calculation history), offline entries shall be added to the server's list. 2) For mutable data (user variables), a 'last-write-wins' strategy shall be employed, where the server's version takes precedence in case of a timestamp conflict.",Scientific and Electronics Calculator v1.0,"For append-only data like calculation history, offline items shall be merged with the server's list. For mutable data like user variables, a last-write-wins strategy shall be used based on timestamps, with the server's timestamp being authoritative in any conflict resolution scenario.",['Client and server clocks are reasonably synchronized for timestamp comparison.'],[],['REQ-1-014'],FALSE,medium,"['Test Case (History): Add item A online. Go offline, add item B. Go online. Verify history contains both A and B.', 'Test Case (Variables): Set variable X=1 online. Go offline, set X=2. In another session, set X=3 online. Go online with the first session. Verify the final value of X is 3 (server authoritative).']"
1079,REQ-1-016,Technical,The frontend of the web application shall be developed using the React library (version 18 or later) and the TypeScript language for static typing.,Scientific and Electronics Calculator v1.0,The application shall be built using a technology stack of React/TypeScript for the frontend.,[],[],[],FALSE,high,"[""Inspect the frontend project's `package.json` to confirm the use of `react`, `react-dom`, and `typescript` dependencies."", 'Verify that source code files use `.tsx` and `.ts` extensions and conform to TypeScript syntax.']"
1080,REQ-1-017,Technical,"The backend services shall be developed using the Node.js runtime (LTS version), the NestJS framework for application architecture, and PostgreSQL (version 15 or later) as the relational database.",Scientific and Electronics Calculator v1.0,The application shall be built using a technology stack of Node.js/NestJS/PostgreSQL for the backend.,[],[],[],FALSE,high,"[""Inspect the backend project's `package.json` to confirm the use of NestJS framework dependencies (`@nestjs/core`, etc.)."", 'Verify the production database is a PostgreSQL instance.', 'Verify the runtime environment for backend services is Node.js.']"
1081,REQ-1-018,Security,"The execution of all user-defined formulas from custom modes must occur within a secure, isolated sandbox environment. This environment shall be implemented on AWS Lambda using the `isolated-vm` library. The use of the `vm2` library is strictly prohibited.",Scientific and Electronics Calculator v1.0,"All user-defined formulas shall be executed within a secure, isolated sandbox using the `isolated-vm` library on AWS Lambda. The `vm2` library is explicitly forbidden due to critical, unpatched security vulnerabilities.",['`isolated-vm` provides sufficient security isolation for this use case.'],"[""The sandbox environment shall have no network access."",""The sandbox environment shall have no filesystem access."",""The sandbox environment shall have strict resource limits (timeout, memory).""]",['REQ-1-003'],FALSE,high,"['Verify through code review that the formula execution service is an AWS Lambda function.', 'Verify that the `isolated-vm` library is a dependency and is used to execute the formula code.', ""Verify that the `vm2` library is not present in the project's dependencies.""]"
1082,REQ-1-019,Security,"The formula execution sandbox must be configured with a strict allow-list of callable functions and accessible constants. Only the following shall be exposed: functions `sin`, `cos`, `tan`, `asin`, `acos`, `atan`, `log`, `ln`, `exp`, `sqrt`, and constants `pi`, `e`, `k`, `e_charge`.",Scientific and Electronics Calculator v1.0,"The sandbox environment shall be configured with an explicit allow-list of mathematical functions and constants available for use in custom formulas, as defined in REQ-FRX-001.",[],[],"['REQ-1-018', 'REQ-1-026']",FALSE,high,"['Create a custom formula that uses an allowed function (e.g., `sin(pi)`) and verify it executes correctly.', 'Create a custom formula that attempts to use a disallowed function or object (e.g., `Math.random()`, `process.exit()`) and verify that the execution fails with a security or reference error.']"
1083,REQ-1-020,Technical,The file format for both exporting and importing user-defined custom modes shall be a structured JSON document. The JSON schema shall include a version number to facilitate future upgrades.,Scientific and Electronics Calculator v1.0,The file format for exporting and importing custom modes shall be JSON.,[],[],['REQ-1-008'],FALSE,medium,"['Export a custom mode and verify the downloaded file is a valid JSON file.', 'Verify the exported JSON file contains a `schemaVersion` key.', 'Manually create a valid JSON file based on the defined schema and verify it can be imported successfully.']"
1084,REQ-1-021,Functional,"The core scientific calculator must support three angle modes: Degrees, Radians, and Gradians. The UI must provide a control (e.g., a toggle or dropdown) to switch between these modes, and the currently active mode must be clearly and persistently displayed to the user.",Scientific and Electronics Calculator v1.0,"The calculator shall support calculations in Degrees, Radians, and Gradians, with a UI control to switch between modes and a clear display of the active mode.",[],[],['REQ-1-001'],FALSE,medium,"['Verify the presence of a UI control for selecting the angle mode.', 'Verify the UI clearly indicates the active mode (DEG, RAD, GRAD).', 'Calculate sin(90) in Degrees mode and verify the result is 1.', 'Calculate sin(pi/2) in Radians mode and verify the result is 1.', 'Calculate sin(100) in Gradians mode and verify the result is 1.']"
1085,REQ-1-022,Functional,"The main calculator interface shall feature a primary display for the current expression and its result. A separate, scrollable history panel must display a list of previous calculations. Clicking on an entry in the history panel shall populate the main input with that entry's expression for re-use or modification.",Scientific and Electronics Calculator v1.0,"The primary display shall show the current input and result, with a scrollable history panel for previous calculations. Clicking a history item shall load it for re-use.",[],[],[],FALSE,high,"['Verify the UI has a distinct area for current input/result and a history panel.', 'Perform several calculations (e.g., 2+2=4, 5*5=25).', ""Verify that '2+2=4' and '5*5=25' appear as entries in the history panel."", ""Click on the '2+2' history entry and verify that '2+2' is loaded into the main input field.""]"
1086,REQ-1-023,Functional,"The calculator's input parser must correctly interpret standard SI unit prefixes appended to numbers. The supported prefixes are: p (pico, 10^-12), n (nano, 10^-9), μ (micro, 10^-6), m (milli, 10^-3), k (kilo, 10^3), M (mega, 10^6), and G (giga, 10^9).",Scientific and Electronics Calculator v1.0,"The system shall correctly parse inputs with SI prefixes (p, n, μ, m, k, M, G).",[],[],[],FALSE,medium,"[""Verify that input '1k' is evaluated as 1000."", ""Verify that input '2.5M' is evaluated as 2,500,000."", ""Verify that input '5m' is evaluated as 0.005."", ""Verify that input '100n' is evaluated as 0.0000001."", ""Verify that the parsing is case-sensitive as per REQ-BIZ-001 (e.g., 'm' is milli, 'M' is mega).""]"
1087,REQ-1-024,Functional,"The system shall allow authenticated users to create, use, and manage named variables. Variable assignment shall use the syntax `variableName = expression`. All user-defined variables, along with standard memory register values (M+, M-, MR, MC), must be persisted to the user's account and be available across different sessions and devices.",Scientific and Electronics Calculator v1.0,"Users shall be able to assign, use, view, and manage variables (`variableName = expression`). All memory values and user-defined variables shall be persisted across sessions.",[],[],['REQ-1-004'],FALSE,medium,"['Enter `myVar = 5 * 10` and verify the variable `myVar` is created with the value 50.', 'Enter `myVar * 2` and verify the result is 100.', 'Verify there is a UI element to view all currently defined variables and their values.', 'Log out and log back in. Verify that the variable `myVar` and its value are still available.']"
1088,REQ-1-025,Functional,"The application must include a comprehensive, searchable in-app help system. This system, accessible via a persistent global UI icon, will provide documentation for all features, including core functions, electronics modes, and custom mode creation. The help content will be authored and presented using the Docusaurus framework.",Scientific and Electronics Calculator v1.0,"The system shall include a comprehensive, searchable in-app help system accessible from a global UI element as defined in REQ-UI-001. This system shall provide clear documentation on all application features... The implementation shall leverage Docusaurus for help content authoring and presentation...",[],"[""A formal process for creating, reviewing, and maintaining help content shall be established.""]",['REQ-1-038'],FALSE,medium,"['Verify a help icon is always visible in the main application UI.', 'Clicking the icon opens the help system (e.g., in a modal or new tab).', 'Verify the help system contains sections for core calculator, electronics modes, and custom modes.', 'Verify the help system has a functional search bar.', 'Verify the help content is rendered from Docusaurus-generated artifacts.']"
1089,REQ-1-026,Functional,"The creation of a custom mode shall be guided by a multi-step wizard interface. The wizard must allow the user to: 1) Provide a unique name and an optional description for the mode. 2) Define a set of named input variables. 3) Define a set of named output variables. 4) Write one or more formulas that calculate the output variables based on the input variables, using standard algebraic syntax.",Scientific and Electronics Calculator v1.0,The custom mode creation process shall be a multi-step wizard. The user shall provide a unique Name and an optional Description... define one or more Input Variables and one or more Output Variables... enter one or more formulas using standard algebraic syntax.,[],[],['REQ-1-003'],FALSE,high,"[""Complete the wizard to create a simple mode (e.g., input 'radius', output 'area', formula 'area = pi * radius^2')."", 'Verify the wizard enforces that a name is provided.', 'Verify the wizard requires at least one input and one output variable.', 'Verify the wizard requires at least one formula.', 'Verify the newly created mode is saved and available for use.']"
1090,REQ-1-027,Functional,"Within a custom calculation mode's interface, the output fields shall be automatically recalculated and updated whenever an input field loses focus (onBlur event). Alternatively, the UI may provide a dedicated 'Calculate' button to trigger the recalculation.",Scientific and Electronics Calculator v1.0,"As the user enters valid numerical values into the input fields, the output fields shall be calculated and updated when an input field loses focus (onBlur event) or when a dedicated 'Calculate' button is pressed.",[],[],['REQ-1-026'],FALSE,medium,"['Open a created custom mode.', 'Enter valid values into all required input fields.', 'Tab out of the last edited input field and verify the output fields update with the correct calculated values.', ""If a 'Calculate' button exists, change an input value, click the button, and verify the output fields update.""]"
1091,REQ-1-028,Functional,"The system must provide functionality for exporting and importing custom modes. The Custom Mode Management screen shall feature an 'Export' option for each mode, which generates a downloadable JSON file. A corresponding 'Import' function shall allow users to upload a valid mode definition JSON file to add it to their collection.",Scientific and Electronics Calculator v1.0,"The Custom Mode Management screen shall provide an ""Export"" option for each mode... The application shall provide an ""Import"" function that allows a user to upload a valid mode definition JSON file.",[],[],"['REQ-1-003', 'REQ-1-020']",FALSE,medium,"['From the management screen, export a custom mode and verify a JSON file is downloaded.', 'Delete the exported mode from the UI.', 'Use the import function to upload the previously downloaded JSON file.', 'Verify the mode is successfully restored and available for use.']"
1092,REQ-1-029,Technical,"User authentication and identity management shall be handled by AWS Cognito. The application will integrate with Cognito for all user registration, login, and session management functionalities.",Scientific and Electronics Calculator v1.0,The system shall use AWS Cognito as the external Identity Provider (IdP) for user authentication to ensure tight integration with the AWS ecosystem.,[],[],['REQ-1-012'],FALSE,high,"['Verify that the user registration and login flows redirect to or interact with AWS Cognito endpoints.', 'Confirm that successful login results in the application receiving a JWT issued by Cognito.', ""Verify that user pools and identity pools are configured in the project's AWS Cognito service.""]"
1093,REQ-1-030,Functional,"The system must ensure that all user-specific data, including calculation history, variables, and custom modes, is securely fetched from the backend upon successful authentication and that any subsequent modifications are persisted back to the server.",Scientific and Electronics Calculator v1.0,"Upon successful login, the user's calculation history, defined variables, and created custom modes shall be loaded from the backend. Any changes to user data (new calculations, variables, modes) shall be saved to the backend.",[],"[""User data must be securely associated with the logged-in user and not be accessible by any other user.""]",['REQ-1-004'],FALSE,high,"['Log in as a user with pre-existing data. Verify their history, variables, and custom modes are displayed.', 'Create a new variable. Refresh the page and verify the new variable is still present.', 'Log out and log back in. Verify the new variable is still present.']"
1094,REQ-1-031,Functional,"The application must provide a user-initiated account deletion feature. The process must include a final, explicit confirmation step (e.g., requiring the user to type their username) to prevent accidental deletion. Successful confirmation shall trigger the permanent and irreversible removal of the user's record and all associated data from the database.",Scientific and Electronics Calculator v1.0,"The system shall provide a mechanism for users to initiate account deletion. This action shall require the user to pass a final, non-recoverable confirmation step in the UI (e.g., typing their username). Upon confirmation, this will trigger a process to permanently remove all associated user data...",[],[],"['REQ-1-004', 'REQ-1-061']",FALSE,high,"['As a test user, navigate to the account deletion interface.', 'Initiate the deletion and verify a confirmation prompt appears.', 'Complete the confirmation step (e.g., type username) and confirm.', 'Verify the user is logged out and can no longer log in with their old credentials.', ""Verify in the backend database that the user's record and all their associated data (modes, history, variables) have been deleted.""]"
1095,REQ-1-032,Functional,"In the Ohm's Law & Power mode, the UI shall contain four input fields (Voltage, Current, Resistance, Power). When a user provides valid numerical input in any two of these fields, the system must immediately calculate and populate the remaining two fields based on the formulas V=IR and P=VI.",Scientific and Electronics Calculator v1.0,"When the user enters valid numerical data into any two of the Ohm's Law fields, the other two fields shall be automatically calculated and populated in real-time.",[],[],['REQ-1-002'],FALSE,high,"['Enter V=12 and R=100. Verify I is calculated as 0.12 and P is calculated as 1.44.', 'Enter I=2 and P=50. Verify V is calculated as 25 and R is calculated as 12.5.', 'Clear all fields. Enter R=1k and P=1. Verify V is calculated as ~31.62 and I is calculated as ~0.03162.']"
1096,REQ-1-033,Functional,"The 555 Timer Astable mode calculator must accept three inputs: the target Frequency, the target Duty Cycle, and the value of one known component (either resistor RA, resistor RB, or capacitor C). Based on these inputs, the system shall calculate and display the required values for the other two unknown components.",Scientific and Electronics Calculator v1.0,"For 555 Timer Astable Mode, the UI shall require three inputs: desired Frequency, desired Duty Cycle, and the value of ONE known component (RA, RB, or C). The system shall calculate and display the values for the remaining two components.",['The standard formulas for 555 astable operation will be used.'],"[""The system must validate that the desired duty cycle is greater than 50% and less than 100%.""]",['REQ-1-002'],FALSE,medium,"['Enter F=1kHz, Duty Cycle=75%, and C=10nF. Verify the system calculates correct values for RA and RB.', 'Enter F=100Hz, Duty Cycle=60%, and RA=10kΩ. Verify the system calculates correct values for RB and C.']"
1097,REQ-1-034,NonFunctional,"The application's user interface must be developed to meet the Web Content Accessibility Guidelines (WCAG) 2.1 at the Level AA conformance level. This includes, but is not limited to, ensuring sufficient color contrast ratios, making all interactive elements fully operable via keyboard, and providing proper semantic HTML for screen reader compatibility.",Scientific and Electronics Calculator v1.0,"The UI shall adhere to Web Content Accessibility Guidelines (WCAG) 2.1 Level AA standards, including proper color contrast, full keyboard navigability, and screen reader support.",[],[],[],FALSE,high,"['Run an automated accessibility audit (e.g., Axe, Lighthouse) and verify it reports no critical WCAG 2.1 AA violations.', 'Verify that all interactive elements (buttons, inputs, links) can be reached and activated using only the Tab and Enter/Space keys.', 'Verify that form inputs have associated labels and that images have appropriate alt text.', 'Verify that color combinations used for text and backgrounds meet the minimum contrast ratio of 4.5:1 (or 3:1 for large text).']"
1098,REQ-1-035,Technical,"The frontend application architecture must be designed for internationalization (i18n). All user-facing text strings must be externalized from the code into resource files (e.g., JSON or JS modules) to allow for future translation into other languages without code changes.",Scientific and Electronics Calculator v1.0,"The application's frontend architecture shall be designed to support internationalization (i18n), with all user-facing strings externalized into resource files.",[],"[""The initial v1.0 launch only requires an English language implementation, but the framework must be in place.""]",['REQ-1-016'],FALSE,medium,"['Perform a code review of the frontend codebase to confirm that UI text (e.g., button labels, titles, messages) is not hardcoded in components.', ""Verify the existence of resource files (e.g., `en.json`) that contain the application's strings."", 'Verify that a library or framework for i18n (e.g., `react-i18next`) is implemented to load and display strings from the resource files.']"
1099,REQ-1-036,Technical,All communication between the client application and the backend services shall be conducted exclusively via a RESTful API using the HTTPS protocol. The data interchange format for all API requests and responses must be JSON.,Scientific and Electronics Calculator v1.0,The client application shall communicate with the backend exclusively through a RESTful API. The API protocol shall be REST over HTTPS. The API data format shall be JSON.,[],[],[],FALSE,high,"['Monitor network traffic from the client and verify all calls to the backend are HTTP requests to REST API endpoints.', 'Verify all API requests are sent over HTTPS, not HTTP.', 'Inspect the `Content-Type` header of API requests and responses to confirm it is `application/json`.']"
1100,REQ-1-037,Technical,"The backend RESTful API must be documented using the OpenAPI 3.0 specification. This specification file shall be automatically generated from the NestJS source code annotations and made available through a dedicated, publicly accessible API endpoint (e.g., `/api-docs`).",Scientific and Electronics Calculator v1.0,The API shall be documented using the OpenAPI 3.0 specification. The specification file shall be automatically generated from the backend source code and be accessible via a dedicated endpoint.,[],[],['REQ-1-017'],FALSE,medium,"['Access the API documentation endpoint and verify that it serves a valid OpenAPI 3.0 specification document.', 'Add a new endpoint to the backend code, and verify that the documentation is automatically updated upon redeployment.', 'Verify the documentation accurately reflects the request/response models and available operations.']"
1101,REQ-1-038,Functional,"The main application user interface must include a persistent icon, located in a consistent global area such as the main navigation bar, that serves as the single entry point for launching the in-app help system.",Scientific and Electronics Calculator v1.0,A persistent icon in the main navigation bar shall serve as the entry point to the in-app help system defined in REQ-FRC-001.,[],[],['REQ-1-025'],FALSE,medium,"['Verify that a help icon (e.g., a question mark) is visible on all main views of the application.', 'Verify that clicking this icon successfully opens the help system.']"
1102,REQ-1-039,Security,The client application's authentication process with AWS Cognito must be implemented using the OAuth 2.0 Authorization Code flow with the Proof Key for Code Exchange (PKCE) extension for enhanced security.,Scientific and Electronics Calculator v1.0,The application shall integrate with AWS Cognito for user authentication using the OAuth 2.0 Authorization Code flow with Proof Key for Code Exchange (PKCE).,[],"[""This flow is mandatory for public clients like SPAs.""]",['REQ-1-029'],FALSE,high,"['Monitor the network requests during the login flow.', 'Verify the flow initiates with a request to the Cognito `/oauth2/authorize` endpoint that includes `response_type=code`, a `code_challenge`, and `code_challenge_method=S256`.', 'Verify that after successful authentication, the client exchanges the received authorization code for tokens by calling the `/oauth2/token` endpoint with a `code_verifier`.']"
1103,REQ-1-040,Security,"Access to all protected backend API endpoints must be controlled by requiring a valid JSON Web Token (JWT) in the `Authorization` header of the HTTP request, using the 'Bearer' scheme. The JWT must be one that was issued by AWS Cognito.",Scientific and Electronics Calculator v1.0,"All authenticated API endpoints shall require a JWT Bearer token in the `Authorization` header, issued by the IdP.",[],[],['REQ-1-039'],FALSE,high,"['Attempt to call a protected API endpoint without an `Authorization` header and verify a 401 Unauthorized response is received.', 'Attempt to call a protected API endpoint with an invalid or expired token and verify a 401 Unauthorized response is received.', 'Call a protected API endpoint with a valid JWT from Cognito and verify a 2xx success response is received.']"
1104,REQ-1-041,NonFunctional,The web application must be optimized for performance such that the Largest Contentful Paint (LCP) metric is under 2.5 seconds when tested on a simulated standard 4G mobile network connection.,Scientific and Electronics Calculator v1.0,"The application's initial load time, measured by Largest Contentful Paint (LCP), shall be under 2.5 seconds on a standard 4G mobile connection.",[],[],[],FALSE,high,"[""Using a performance analysis tool like Google Lighthouse or WebPageTest, measure the LCP of the application's initial load."", ""The test must be configured to simulate a 'Fast 3G' or '4G' mobile network profile."", 'Verify that the reported LCP value is less than 2.5 seconds.']"
1105,REQ-1-042,NonFunctional,"Under normal load conditions, 95% of all API requests for data retrieval (HTTP GET requests) must be processed by the backend and return a response in under 200 milliseconds, as measured from the time the request is received by the API Gateway to the time the response is sent.",Scientific and Electronics Calculator v1.0,All API calls for data retrieval shall have a 95th percentile (P95) response time of less than 200ms.,"[""'Normal load conditions' will be defined and simulated in a load testing plan.""]",[],[],FALSE,high,"[""Conduct a load test on the production environment's API."", 'Monitor the P95 latency for all GET endpoints over the duration of the test.', 'Verify that the P95 latency remains below the 200ms threshold.']"
1106,REQ-1-043,NonFunctional,"The end-to-end processing time for executing a user-defined custom formula, measured from the API request to the formula execution service until the response is returned, must be less than 500 milliseconds at the 95th percentile (P95).",Scientific and Electronics Calculator v1.0,The execution of a user-defined custom formula via the backend service shall have a P95 response time of less than 500ms.,['The complexity of user formulas is expected to be within reasonable bounds for typical calculations.'],[],['REQ-1-018'],FALSE,medium,"['Conduct a load test specifically targeting the custom formula execution endpoint.', 'Monitor the P95 latency for this endpoint.', 'Verify the P95 latency remains below the 500ms threshold.']"
1107,REQ-1-044,Reliability,"The production PostgreSQL database (Amazon RDS) must be configured with automated daily snapshots. These snapshots must be retained for a period of 14 days. Additionally, the Point-In-Time Recovery (PITR) feature must be enabled, allowing for database restoration to any specific second within the backup retention period.",Scientific and Electronics Calculator v1.0,"The primary database shall be configured for automated daily snapshots with a 14-day retention period. Point-in-time recovery shall be enabled for the database, allowing restoration to any second within the backup retention window.",[],[],['REQ-1-017'],FALSE,high,"['Inspect the AWS RDS instance configuration for the production database.', ""Verify that 'Automated backups' is enabled."", ""Verify that the 'Backup retention period' is set to 14 days."", ""Verify that Point-In-Time Recovery is enabled by checking the 'Latest restorable time'.""]"
1108,REQ-1-045,Reliability,"The system must be designed and operated to meet a Recovery Point Objective (RPO) of 15 minutes, meaning no more than 15 minutes of data can be lost in a disaster. The system must also meet a Recovery Time Objective (RTO) of 4 hours, meaning the service must be fully restored within 4 hours of a declared disaster.",Scientific and Electronics Calculator v1.0,The system shall adhere to a Recovery Point Objective (RPO) of 15 minutes... The system shall adhere to a Recovery Time Objective (RTO) of 4 hours...,[],[],"['REQ-1-044', 'REQ-1-046']",FALSE,high,"['Verify that the database configuration (e.g., PITR) supports the 15-minute RPO.', 'Verify that the disaster recovery plan, including infrastructure-as-code scripts and documented procedures, can realistically achieve service restoration within the 4-hour RTO.', 'Conduct a disaster recovery drill to validate the RTO.']"
1109,REQ-1-046,Reliability,"To ensure high availability, all backend services (e.g., ECS tasks) and the primary database (e.g., RDS Multi-AZ deployment) must be deployed in a configuration that spans at least two different AWS Availability Zones within a single region.",Scientific and Electronics Calculator v1.0,All backend services and the database shall be deployed across a minimum of two AWS Availability Zones (AZs) to ensure high availability.,[],[],[],FALSE,high,"['Inspect the ECS service configuration and verify its subnets span at least two AZs.', ""Inspect the RDS instance configuration and verify that 'Multi-AZ deployment' is enabled."", 'Simulate an AZ failure in a test environment and verify that the service remains operational.']"
